eventId,name,description,type,peoplecount,agerecommended,daysleft,location
9548,Event9548,description9548,sports,428,37,5,Kochi
9549,Event9549,description9549,infotainment,348,6,40,Tumkur
9550,Event9550,description9550,technology,432,32,22,Thanjavur
9551,Event9551,description9551,food|infotainment|entertainment,267,44,40,Gulbarga
9552,Event9552,description9552,infotainment,453,33,2,Chittoor
9553,Event9553,description9553,music|entertainment,317,37,23,Kasargod
9554,Event9554,description9554,infotainment|dance|competition,415,30,40,Thanjavur
9555,Event9555,description9555,online|food,265,35,2,Kottayam
9556,Event9556,description9556,music|technology|sports,287,33,27,Tiruchirappalli
9557,Event9557,description9557,music|online,483,31,10,Kasargod
9558,Event9558,description9558,dance|entertainment,380,34,20,Visakhapatnam
9559,Event9559,description9559,dance|food,111,15,4,Davangere
9560,Event9560,description9560,dance|sports,489,4,16,Bellary
9561,Event9561,description9561,competition|outdoor,497,47,26,Shimoga
9562,Event9562,description9562,music,174,18,28,Nizamabad
9563,Event9563,description9563,infotainment,317,46,1,Shimoga
9564,Event9564,description9564,dance,477,7,16,Mandya
9565,Event9565,description9565,entertainment,46,41,24,Karaikudi
9566,Event9566,description9566,dance|competition|food,460,49,11,Madurai
9567,Event9567,description9567,dance|sports|outdoor,282,14,24,Gulbarga
9568,Event9568,description9568,infotainment,126,37,40,Visakhapatnam
9569,Event9569,description9569,sports|freeentry,264,37,36,Gulbarga
9570,Event9570,description9570,competition|food,45,37,17,Mandya
9571,Event9571,description9571,infotainment,96,21,25,Tiruchirappalli
9572,Event9572,description9572,music|technology|sports,318,39,15,Palakkad
9573,Event9573,description9573,music,218,39,37,Warangal
9574,Event9574,description9574,competition|entertainment|music,437,49,39,Ooty
9575,Event9575,description9575,outdoor|competition|infotainment,261,42,39,Thiruvananthapuram
9576,Event9576,description9576,sports,457,45,3,Alappuzha
9577,Event9577,description9577,music|entertainment,19,7,13,Bellary
9578,Event9578,description9578,music|sports|competition,17,43,19,Palakkad
9579,Event9579,description9579,online|entertainment|outdoor,63,28,27,Tumkur
9580,Event9580,description9580,online|competition|music,102,14,40,Chikkamagaluru
9581,Event9581,description9581,music,437,34,20,Mandya
9582,Event9582,description9582,sports|entertainment,99,1,36,Mandya
9583,Event9583,description9583,outdoor,66,27,29,Tiruppur
9584,Event9584,description9584,dance,226,1,28,Mysore
9585,Event9585,description9585,dance|outdoor|technology,428,9,37,Hassan
9586,Event9586,description9586,entertainment|food,321,19,9,Shimoga
9587,Event9587,description9587,competition|technology,198,43,15,Chikkamagaluru
9588,Event9588,description9588,freeentry|music|dance,490,48,37,Karaikudi
9589,Event9589,description9589,food|dance,286,40,3,Kurnool
9590,Event9590,description9590,competition,346,23,28,Kozhikode
9591,Event9591,description9591,outdoor|online|competition,173,10,14,Chikkamagaluru
9592,Event9592,description9592,online|infotainment|dance,326,37,36,Mangalore
9593,Event9593,description9593,food|freeentry,158,1,33,Shimoga
9594,Event9594,description9594,competition|sports,478,41,27,Madurai
9595,Event9595,description9595,freeentry,86,32,11,Thrissur
9596,Event9596,description9596,competition|infotainment|entertainment,67,39,6,Bellary
9597,Event9597,description9597,infotainment,210,27,5,Tiruchirappalli
9598,Event9598,description9598,technology|outdoor,195,35,26,Anantapur
9599,Event9599,description9599,technology,130,6,22,Guntur
9600,Event9600,description9600,infotainment|sports,317,30,7,Kannur
9601,Event9601,description9601,technology|infotainment,424,11,3,Thrissur
9602,Event9602,description9602,freeentry|food,64,50,8,Chittoor
9603,Event9603,description9603,sports|entertainment,130,11,35,Visakhapatnam
9604,Event9604,description9604,freeentry,418,27,40,Kochi
9605,Event9605,description9605,technology|food,479,30,39,Thiruvananthapuram
9606,Event9606,description9606,outdoor,289,38,17,Coimbatore
9607,Event9607,description9607,sports|food|competition,121,6,5,Kolar
9608,Event9608,description9608,entertainment|dance|freeentry,191,19,33,Hyderabad
9609,Event9609,description9609,sports|technology,258,27,29,Madurai
9610,Event9610,description9610,sports|online|music,165,25,39,Karur
9611,Event9611,description9611,music|online,468,7,19,Thanjavur
9612,Event9612,description9612,online|food|outdoor,153,42,11,Gulbarga
9613,Event9613,description9613,entertainment,449,32,9,Kasargod
9614,Event9614,description9614,technology,406,34,24,Vijayawada
9615,Event9615,description9615,outdoor|freeentry|music,189,34,3,Shimoga
9616,Event9616,description9616,outdoor,66,22,32,Nizamabad
9617,Event9617,description9617,music|competition,107,46,6,Kochi
9618,Event9618,description9618,outdoor,347,30,21,Kurnool
9619,Event9619,description9619,music,25,50,29,Thiruvananthapuram
9620,Event9620,description9620,competition,295,18,4,Alappuzha
9621,Event9621,description9621,competition|sports,380,25,6,Hassan
9622,Event9622,description9622,infotainment|online|music,420,24,2,Nellore
9623,Event9623,description9623,food|freeentry,337,8,15,Thrissur
9624,Event9624,description9624,technology,272,11,36,Pathanamthitta
9625,Event9625,description9625,competition|music|infotainment,109,4,38,Chennai
9626,Event9626,description9626,sports|infotainment,89,2,20,Coimbatore
9627,Event9627,description9627,music|competition,257,23,8,Thiruvananthapuram
9628,Event9628,description9628,music,226,22,39,Hyderabad
9629,Event9629,description9629,infotainment|dance|entertainment,403,13,23,Tiruchirappalli
9630,Event9630,description9630,outdoor|music,371,7,23,Kasargod
9631,Event9631,description9631,dance|online|entertainment,298,21,7,Belgaum
9632,Event9632,description9632,food|online,366,7,30,Shimoga
9633,Event9633,description9633,music|outdoor,359,20,13,Tumkur
9634,Event9634,description9634,sports,245,16,18,Mangalore
9635,Event9635,description9635,technology|entertainment|freeentry,488,4,8,Visakhapatnam
9636,Event9636,description9636,dance,195,10,22,Thanjavur
9637,Event9637,description9637,entertainment,496,15,13,Ooty
9638,Event9638,description9638,music|food|technology,111,25,11,Kottayam
9639,Event9639,description9639,online|technology|infotainment,226,40,32,Visakhapatnam
9640,Event9640,description9640,online|food|dance,168,3,23,Chittoor
9641,Event9641,description9641,music|sports|online,375,25,11,Mangalore
9642,Event9642,description9642,technology|infotainment|entertainment,12,11,28,Mysore
9643,Event9643,description9643,music,172,26,21,Gulbarga
9644,Event9644,description9644,music|infotainment|technology,276,16,6,Kochi
9645,Event9645,description9645,outdoor|infotainment,53,4,17,Kochi
9646,Event9646,description9646,online|competition|freeentry,471,47,17,Kannur
9647,Event9647,description9647,outdoor|music,101,37,8,Chennai
9648,Event9648,description9648,technology|infotainment,302,4,29,Bangalore
9649,Event9649,description9649,outdoor,143,22,12,Thanjavur
9650,Event9650,description9650,sports|infotainment,355,7,36,Alappuzha
9651,Event9651,description9651,music|dance,353,31,6,Kollam
9652,Event9652,description9652,food|online,180,25,5,Kurnool
9653,Event9653,description9653,music|online,245,13,28,Kadapa
9654,Event9654,description9654,competition,93,14,37,Kollam
9655,Event9655,description9655,music|online|infotainment,292,16,4,Kolar
9656,Event9656,description9656,dance|technology,466,36,18,Kolar
9657,Event9657,description9657,entertainment,406,33,14,Mysore
9658,Event9658,description9658,dance,299,11,19,Guntur
9659,Event9659,description9659,freeentry|online,110,7,39,Guntur
9660,Event9660,description9660,music|food,172,37,14,Tumkur
9661,Event9661,description9661,online|entertainment,132,36,29,Kottayam
9662,Event9662,description9662,entertainment|food|dance,317,30,11,Karaikudi
9663,Event9663,description9663,sports|online|outdoor,150,23,4,Kolar
9664,Event9664,description9664,dance|outdoor,69,22,9,Chittoor
9665,Event9665,description9665,dance|sports,27,38,17,Warangal
9666,Event9666,description9666,online|technology|sports,287,41,5,Thrissur
9667,Event9667,description9667,online,155,26,17,Kannur
9668,Event9668,description9668,online|competition,451,9,14,Hosur
9669,Event9669,description9669,dance,110,22,20,Ooty
9670,Event9670,description9670,dance|freeentry,496,9,14,Hassan
9671,Event9671,description9671,technology,432,3,20,Thrissur
9672,Event9672,description9672,outdoor|infotainment,434,42,16,Davangere
9673,Event9673,description9673,infotainment,379,20,37,Kasargod
9674,Event9674,description9674,entertainment|infotainment,204,4,5,Thanjavur
9675,Event9675,description9675,competition|food|entertainment,413,45,17,Thrissur
9676,Event9676,description9676,infotainment,355,37,24,Kochi
9677,Event9677,description9677,entertainment,367,13,8,Hosur
9678,Event9678,description9678,music|online,481,27,34,Coimbatore
9679,Event9679,description9679,outdoor,113,27,38,Kurnool
9680,Event9680,description9680,freeentry|outdoor,79,33,22,Chikkamagaluru
9681,Event9681,description9681,competition,44,14,24,Kochi
9682,Event9682,description9682,technology|infotainment,18,2,18,Kannur
9683,Event9683,description9683,technology,347,4,31,Shimoga
9684,Event9684,description9684,outdoor|dance|music,276,18,38,Kakinada
9685,Event9685,description9685,outdoor|online,460,24,30,Kurnool
9686,Event9686,description9686,online,139,49,17,Alappuzha
9687,Event9687,description9687,outdoor,308,28,36,Warangal
9688,Event9688,description9688,competition,19,42,16,Chennai
9689,Event9689,description9689,technology|infotainment,154,19,35,Gulbarga
9690,Event9690,description9690,entertainment|competition,391,22,32,Hyderabad
9691,Event9691,description9691,sports|competition|food,299,31,21,Kollam
9692,Event9692,description9692,outdoor,470,49,15,Warangal
9693,Event9693,description9693,music|sports|freeentry,182,29,13,Mandya
9694,Event9694,description9694,entertainment|dance|competition,54,36,37,Madurai
9695,Event9695,description9695,freeentry|music,434,36,9,Kozhikode
9696,Event9696,description9696,freeentry|entertainment|technology,392,26,17,Kadapa
9697,Event9697,description9697,dance,181,24,37,Pathanamthitta
9698,Event9698,description9698,online,444,3,26,Belgaum
9699,Event9699,description9699,entertainment|food,415,34,32,Palakkad
9700,Event9700,description9700,freeentry|dance|competition,183,34,5,Hosur
9701,Event9701,description9701,dance|entertainment,401,31,13,Kollam
9702,Event9702,description9702,entertainment|infotainment,259,37,13,Kozhikode
9703,Event9703,description9703,online|dance|competition,159,4,8,Anantapur
9704,Event9704,description9704,food,67,15,6,Hyderabad
9705,Event9705,description9705,technology|sports,177,43,21,Anantapur
9706,Event9706,description9706,technology|music,104,5,14,Kottayam
9707,Event9707,description9707,freeentry|technology,94,32,4,Kasargod
9708,Event9708,description9708,music,82,33,32,Nellore
9709,Event9709,description9709,technology|competition|music,403,6,20,Hyderabad
9710,Event9710,description9710,sports|outdoor|infotainment,275,37,13,Nellore
9711,Event9711,description9711,entertainment|online|food,30,30,1,Ooty
9712,Event9712,description9712,entertainment|online|freeentry,36,50,33,Thanjavur
9713,Event9713,description9713,sports|entertainment|music,260,31,32,Karur
9714,Event9714,description9714,entertainment,413,31,12,Chittoor
9715,Event9715,description9715,food|sports,121,39,3,Tiruppur
9716,Event9716,description9716,freeentry,32,7,21,Pathanamthitta
9717,Event9717,description9717,technology|freeentry|competition,473,23,2,Kottayam
9718,Event9718,description9718,outdoor,411,20,8,Kozhikode
9719,Event9719,description9719,infotainment|music,426,13,37,Hosur
9720,Event9720,description9720,technology|dance|competition,292,36,2,Coimbatore
9721,Event9721,description9721,food,178,35,1,Guntur
9722,Event9722,description9722,entertainment|online,459,23,12,Pathanamthitta
9723,Event9723,description9723,freeentry,189,20,31,Vijayawada
9724,Event9724,description9724,infotainment,205,37,40,Shimoga
9725,Event9725,description9725,infotainment|dance|food,282,6,23,Vijayawada
9726,Event9726,description9726,competition|entertainment|technology,152,33,2,Tumkur
9727,Event9727,description9727,dance,499,41,18,Thanjavur
9728,Event9728,description9728,sports|dance,154,18,4,Karur
9729,Event9729,description9729,sports,245,45,8,Pathanamthitta
9730,Event9730,description9730,food|technology,95,19,34,Chennai
9731,Event9731,description9731,outdoor|sports|online,76,12,2,Mandya
9732,Event9732,description9732,entertainment|technology|online,331,31,31,Kurnool
9733,Event9733,description9733,freeentry,373,34,2,Belgaum
9734,Event9734,description9734,music|food,451,41,15,Kollam
9735,Event9735,description9735,competition|dance|technology,318,8,8,Karaikudi
9736,Event9736,description9736,music|infotainment,35,20,37,Ooty
9737,Event9737,description9737,sports|food|entertainment,253,29,10,Chittoor
9738,Event9738,description9738,infotainment,396,17,40,Vijayawada
9739,Event9739,description9739,freeentry|infotainment,359,16,32,Kollam
9740,Event9740,description9740,sports|outdoor|competition,394,38,31,Mangalore
9741,Event9741,description9741,online|competition|infotainment,56,33,9,Ooty
9742,Event9742,description9742,sports|technology|competition,236,34,1,Kadapa
9743,Event9743,description9743,freeentry,212,47,1,Mandya
9744,Event9744,description9744,infotainment,269,6,2,Kannur
9745,Event9745,description9745,freeentry|outdoor,273,33,8,Pathanamthitta
9746,Event9746,description9746,online|freeentry,102,13,15,Madurai
9747,Event9747,description9747,freeentry|dance,60,41,5,Nizamabad
9748,Event9748,description9748,freeentry,132,28,27,Thiruvananthapuram
9749,Event9749,description9749,sports,255,18,33,Kasargod
9750,Event9750,description9750,infotainment|online|technology,486,5,7,Kakinada
9751,Event9751,description9751,outdoor|online,486,1,12,Nizamabad
9752,Event9752,description9752,music|freeentry,177,40,17,Coimbatore
9753,Event9753,description9753,outdoor|food,244,41,30,Tumkur
9754,Event9754,description9754,entertainment|outdoor|infotainment,105,27,36,Mangalore
9755,Event9755,description9755,technology|food|online,500,41,11,Coimbatore
9756,Event9756,description9756,food,409,37,13,Ooty
9757,Event9757,description9757,freeentry|online|outdoor,307,40,1,Kannur
9758,Event9758,description9758,entertainment|dance|outdoor,195,8,6,Anantapur
9759,Event9759,description9759,infotainment|food|competition,241,36,2,Tiruchirappalli
9760,Event9760,description9760,sports|freeentry,490,26,26,Thiruvananthapuram
9761,Event9761,description9761,online|dance|sports,495,7,3,Alappuzha
9762,Event9762,description9762,dance,140,14,32,Kasargod
9763,Event9763,description9763,music|dance|freeentry,487,29,30,Belgaum
9764,Event9764,description9764,competition|infotainment|outdoor,486,32,19,Tumkur
9765,Event9765,description9765,outdoor|sports,218,31,16,Salem
9766,Event9766,description9766,food,231,40,35,Kollam
9767,Event9767,description9767,outdoor,345,24,6,Vijayawada
9768,Event9768,description9768,entertainment|music|competition,230,31,18,Warangal
9769,Event9769,description9769,competition|dance|online,251,30,19,Rajahmundry
9770,Event9770,description9770,dance|outdoor,396,35,11,Thrissur
9771,Event9771,description9771,technology|entertainment,195,49,9,Shimoga
9772,Event9772,description9772,competition,298,12,7,Kasargod
9773,Event9773,description9773,outdoor|technology|food,425,21,14,Thrissur
9774,Event9774,description9774,dance|outdoor|entertainment,145,12,21,Kozhikode
9775,Event9775,description9775,freeentry,441,5,6,Kottayam
9776,Event9776,description9776,outdoor|entertainment|music,18,37,3,Tiruchirappalli
9777,Event9777,description9777,music|dance|competition,135,25,36,Hassan
9778,Event9778,description9778,sports|competition|infotainment,454,35,8,Pathanamthitta
9779,Event9779,description9779,freeentry|dance,17,49,12,Karaikudi
9780,Event9780,description9780,competition,496,45,28,Rajahmundry
9781,Event9781,description9781,infotainment,294,14,20,Coimbatore
9782,Event9782,description9782,technology|dance|online,383,4,32,Mandya
9783,Event9783,description9783,music|technology,423,44,31,Kottayam
9784,Event9784,description9784,music|infotainment,356,2,1,Kurnool
9785,Event9785,description9785,food,398,14,28,Tiruppur
9786,Event9786,description9786,competition|technology|sports,418,45,33,Tumkur
9787,Event9787,description9787,competition,109,6,9,Mangalore
9788,Event9788,description9788,sports,215,38,40,Chittoor
9789,Event9789,description9789,outdoor|music|food,67,22,33,Anantapur
9790,Event9790,description9790,technology,89,16,8,Hosur
9791,Event9791,description9791,competition|dance,275,3,31,Chikkamagaluru
9792,Event9792,description9792,sports|online,310,21,27,Gulbarga
9793,Event9793,description9793,dance,144,26,38,Alappuzha
9794,Event9794,description9794,outdoor,81,35,29,Rajahmundry
9795,Event9795,description9795,competition,480,32,13,Hyderabad
9796,Event9796,description9796,competition,136,22,8,Chennai
9797,Event9797,description9797,infotainment,41,20,5,Rajahmundry
9798,Event9798,description9798,freeentry,372,24,12,Anantapur
9799,Event9799,description9799,dance|food|sports,176,34,37,Vijayawada
9800,Event9800,description9800,outdoor|food|competition,110,1,28,Tiruchirappalli
9801,Event9801,description9801,music|freeentry,316,29,31,Visakhapatnam
9802,Event9802,description9802,music|technology|infotainment,150,24,40,Tiruchirappalli
9803,Event9803,description9803,competition|infotainment|sports,368,23,18,Kasargod
9804,Event9804,description9804,infotainment,253,30,33,Belgaum
9805,Event9805,description9805,competition|dance|technology,388,42,13,Karur
9806,Event9806,description9806,outdoor,112,36,10,Bellary
9807,Event9807,description9807,sports|dance,356,40,10,Guntur
9808,Event9808,description9808,technology,153,28,34,Gulbarga
9809,Event9809,description9809,technology|sports|music,464,29,38,Bangalore
9810,Event9810,description9810,food|infotainment,344,8,20,Kurnool
9811,Event9811,description9811,entertainment|freeentry|outdoor,39,43,29,Hyderabad
9812,Event9812,description9812,freeentry|food|outdoor,314,22,37,Warangal
9813,Event9813,description9813,infotainment|online|competition,243,11,8,Visakhapatnam
9814,Event9814,description9814,food,332,15,35,Coimbatore
9815,Event9815,description9815,dance|infotainment,105,35,26,Karaikudi
9816,Event9816,description9816,sports,41,43,31,Mangalore
9817,Event9817,description9817,entertainment,204,42,7,Belgaum
9818,Event9818,description9818,dance|sports|food,420,9,31,Gulbarga
9819,Event9819,description9819,sports|outdoor,98,37,24,Kurnool
9820,Event9820,description9820,outdoor|online|infotainment,388,8,7,Salem
9821,Event9821,description9821,freeentry|music,142,9,25,Alappuzha
9822,Event9822,description9822,music|online|freeentry,268,3,21,Alappuzha
9823,Event9823,description9823,entertainment|music|outdoor,471,39,28,Rajahmundry
9824,Event9824,description9824,infotainment|sports,396,8,4,Bellary
9825,Event9825,description9825,outdoor,389,47,27,Thrissur
9826,Event9826,description9826,food|outdoor,119,39,13,Karaikudi
9827,Event9827,description9827,entertainment|freeentry,463,36,10,Karaikudi
9828,Event9828,description9828,outdoor|competition,226,9,19,Kadapa
9829,Event9829,description9829,entertainment|food,436,8,20,Karaikudi
9830,Event9830,description9830,dance|outdoor,59,29,6,Karaikudi
9831,Event9831,description9831,food|freeentry|online,280,18,10,Madurai
9832,Event9832,description9832,infotainment,206,29,6,Ooty
9833,Event9833,description9833,sports,204,5,2,Nellore
9834,Event9834,description9834,music|online,429,30,4,Thanjavur
9835,Event9835,description9835,technology,401,18,2,Gulbarga
9836,Event9836,description9836,competition,355,48,16,Kurnool
9837,Event9837,description9837,freeentry|online,352,34,20,Hyderabad
9838,Event9838,description9838,outdoor,162,17,16,Mysore
9839,Event9839,description9839,infotainment|technology|outdoor,70,7,29,Anantapur
9840,Event9840,description9840,food|entertainment|technology,343,4,7,Rajahmundry
9841,Event9841,description9841,competition|freeentry|entertainment,181,16,2,Palakkad
9842,Event9842,description9842,music|competition|technology,83,7,2,Karur
9843,Event9843,description9843,technology|competition|dance,143,8,3,Kozhikode
9844,Event9844,description9844,freeentry|outdoor|music,491,50,24,Anantapur
9845,Event9845,description9845,dance|technology,174,4,26,Mysore
9846,Event9846,description9846,music|online|dance,428,11,26,Palakkad
9847,Event9847,description9847,outdoor|music,442,4,23,Chennai
9848,Event9848,description9848,music,469,9,26,Tumkur
9849,Event9849,description9849,competition|food|music,85,16,14,Kollam
9850,Event9850,description9850,competition|entertainment,387,11,17,Chennai
9851,Event9851,description9851,competition,447,7,29,Vijayawada
9852,Event9852,description9852,outdoor,105,11,16,Bangalore
9853,Event9853,description9853,music|competition,66,26,6,Hyderabad
9854,Event9854,description9854,technology|infotainment,263,32,12,Kakinada
9855,Event9855,description9855,music|competition|infotainment,407,41,12,Mysore
9856,Event9856,description9856,freeentry|dance,298,21,6,Warangal
9857,Event9857,description9857,music|freeentry|online,92,44,4,Kakinada
9858,Event9858,description9858,sports,32,18,22,Kozhikode
9859,Event9859,description9859,technology|online,246,1,15,Mandya
9860,Event9860,description9860,dance|sports,14,10,16,Kollam
9861,Event9861,description9861,entertainment|infotainment,129,31,37,Tumkur
9862,Event9862,description9862,online|sports,485,21,2,Kochi
9863,Event9863,description9863,outdoor|sports|technology,39,19,25,Mandya
9864,Event9864,description9864,technology|freeentry|online,93,7,37,Kakinada
9865,Event9865,description9865,competition|technology,374,45,39,Bangalore
9866,Event9866,description9866,outdoor,367,10,15,Hosur
9867,Event9867,description9867,sports|music|dance,485,13,22,Guntur
9868,Event9868,description9868,sports,485,15,15,Thiruvananthapuram
9869,Event9869,description9869,entertainment|competition|music,258,19,20,Chittoor
9870,Event9870,description9870,entertainment,45,19,15,Tiruchirappalli
9871,Event9871,description9871,dance|competition,311,7,28,Tiruchirappalli
9872,Event9872,description9872,sports|competition,31,37,36,Hyderabad
9873,Event9873,description9873,entertainment,169,38,36,Hassan
9874,Event9874,description9874,competition,460,12,36,Karaikudi
9875,Event9875,description9875,music,136,2,8,Kottayam
9876,Event9876,description9876,entertainment|competition,483,48,34,Kannur
9877,Event9877,description9877,freeentry|food|dance,261,3,30,Warangal
9878,Event9878,description9878,technology,340,50,11,Tiruppur
9879,Event9879,description9879,freeentry|competition|dance,146,25,24,Kolar
9880,Event9880,description9880,outdoor|technology,302,49,6,Chikkamagaluru
9881,Event9881,description9881,freeentry|infotainment,425,46,23,Kozhikode
9882,Event9882,description9882,online|sports|entertainment,150,7,8,Hosur
9883,Event9883,description9883,freeentry,178,49,40,Kakinada
9884,Event9884,description9884,dance,133,18,20,Bellary
9885,Event9885,description9885,outdoor|sports|music,83,23,6,Tiruchirappalli
9886,Event9886,description9886,entertainment|technology,403,44,27,Vijayawada
9887,Event9887,description9887,music,131,2,37,Guntur
9888,Event9888,description9888,food|competition,144,41,16,Alappuzha
9889,Event9889,description9889,technology|competition,308,32,1,Kannur
9890,Event9890,description9890,dance,240,45,35,Chennai
9891,Event9891,description9891,entertainment|competition|dance,387,19,25,Ooty
9892,Event9892,description9892,entertainment|dance,429,23,40,Salem
9893,Event9893,description9893,infotainment,227,12,32,Hyderabad
9894,Event9894,description9894,music,262,12,11,Tiruppur
9895,Event9895,description9895,dance,333,49,29,Kochi
9896,Event9896,description9896,online|competition|food,119,14,39,Shimoga
9897,Event9897,description9897,outdoor|infotainment|freeentry,48,50,36,Kurnool
9898,Event9898,description9898,technology|outdoor|music,430,32,15,Mandya
9899,Event9899,description9899,dance|freeentry|outdoor,127,12,32,Tumkur
9900,Event9900,description9900,online|sports,207,32,16,Mandya
9901,Event9901,description9901,technology,72,11,40,Guntur
9902,Event9902,description9902,sports|entertainment,386,4,22,Hyderabad
9903,Event9903,description9903,online|infotainment|sports,480,32,26,Thiruvananthapuram
9904,Event9904,description9904,freeentry|dance|outdoor,444,33,13,Tumkur
9905,Event9905,description9905,infotainment|freeentry,423,35,9,Thrissur
9906,Event9906,description9906,online|dance|infotainment,271,11,3,Coimbatore
9907,Event9907,description9907,food,460,28,1,Kurnool
9908,Event9908,description9908,technology|competition,365,37,18,Coimbatore
9909,Event9909,description9909,infotainment|music,386,41,18,Kollam
9910,Event9910,description9910,outdoor|sports|dance,76,25,14,Mangalore
9911,Event9911,description9911,infotainment|freeentry,198,21,32,Hyderabad
9912,Event9912,description9912,sports,419,13,5,Chennai
9913,Event9913,description9913,freeentry|entertainment|music,362,43,2,Rajahmundry
9914,Event9914,description9914,freeentry|online,444,38,3,Tiruppur
9915,Event9915,description9915,infotainment,88,28,39,Kottayam
9916,Event9916,description9916,entertainment|infotainment,67,12,39,Ooty
9917,Event9917,description9917,freeentry,258,14,6,Pathanamthitta
9918,Event9918,description9918,entertainment,46,43,9,Thiruvananthapuram
9919,Event9919,description9919,dance,164,22,17,Kurnool
9920,Event9920,description9920,music|food,69,10,3,Bangalore
9921,Event9921,description9921,entertainment|sports|music,12,15,24,Kakinada
9922,Event9922,description9922,outdoor|dance|infotainment,141,3,39,Bellary
9923,Event9923,description9923,entertainment|freeentry|technology,288,15,27,Salem
9924,Event9924,description9924,online,250,36,34,Kannur
9925,Event9925,description9925,outdoor,201,4,7,Shimoga
9926,Event9926,description9926,freeentry,282,29,8,Davangere
9927,Event9927,description9927,infotainment,400,15,22,Warangal
9928,Event9928,description9928,outdoor|technology,119,18,25,Belgaum
9929,Event9929,description9929,technology|online|sports,23,26,13,Ooty
9930,Event9930,description9930,online|sports,466,32,15,Mandya
9931,Event9931,description9931,competition|sports|freeentry,302,46,27,Rajahmundry
9932,Event9932,description9932,sports,279,13,19,Kasargod
9933,Event9933,description9933,music,23,41,3,Madurai
9934,Event9934,description9934,infotainment|competition|dance,68,39,33,Hyderabad
9935,Event9935,description9935,freeentry|sports|competition,111,44,7,Kottayam
9936,Event9936,description9936,sports,93,38,3,Nizamabad
9937,Event9937,description9937,infotainment|online|technology,188,25,23,Mangalore
9938,Event9938,description9938,competition|sports,219,27,19,Thanjavur
9939,Event9939,description9939,technology|outdoor|competition,443,19,1,Kannur
9940,Event9940,description9940,technology|competition,349,22,23,Nellore
9941,Event9941,description9941,infotainment,187,19,22,Palakkad
9942,Event9942,description9942,infotainment,457,6,23,Tiruchirappalli
9943,Event9943,description9943,online,76,7,3,Alappuzha
9944,Event9944,description9944,technology|entertainment,462,4,3,Kochi
9945,Event9945,description9945,outdoor,190,6,18,Kollam
9946,Event9946,description9946,online|music|technology,165,38,15,Chikkamagaluru
9947,Event9947,description9947,competition|food|technology,347,23,23,Kakinada
9948,Event9948,description9948,food|online|technology,425,23,13,Anantapur
9949,Event9949,description9949,entertainment,172,25,35,Kottayam
9950,Event9950,description9950,outdoor|sports|competition,405,5,22,Nellore
9951,Event9951,description9951,competition|dance|food,267,48,13,Kolar
9952,Event9952,description9952,freeentry|competition|dance,224,8,8,Salem
9953,Event9953,description9953,technology|entertainment,409,1,9,Davangere
9954,Event9954,description9954,freeentry,374,30,27,Kadapa
9955,Event9955,description9955,sports,25,21,36,Mandya
9956,Event9956,description9956,technology,497,31,40,Thiruvananthapuram
9957,Event9957,description9957,dance|food,107,18,28,Kochi
9958,Event9958,description9958,food|entertainment,399,50,10,Guntur
9959,Event9959,description9959,music|technology,313,38,13,Thrissur
9960,Event9960,description9960,technology|dance,429,37,28,Guntur
9961,Event9961,description9961,online|competition,92,33,15,Alappuzha
9962,Event9962,description9962,competition,489,12,21,Kollam
9963,Event9963,description9963,online,322,23,13,Chikkamagaluru
9964,Event9964,description9964,outdoor|infotainment,292,32,18,Bangalore
9965,Event9965,description9965,outdoor|sports|dance,99,32,39,Coimbatore
9966,Event9966,description9966,freeentry|entertainment,393,5,30,Alappuzha
9967,Event9967,description9967,music|food,315,1,26,Hyderabad
9968,Event9968,description9968,technology,206,49,38,Kolar
9969,Event9969,description9969,freeentry,420,35,7,Hyderabad
9970,Event9970,description9970,sports|outdoor,22,25,28,Kannur
9971,Event9971,description9971,dance|technology|infotainment,346,3,6,Tumkur
9972,Event9972,description9972,sports|entertainment|dance,292,15,14,Karur
9973,Event9973,description9973,dance|technology,353,47,2,Rajahmundry
9974,Event9974,description9974,outdoor,174,20,1,Karur
9975,Event9975,description9975,online|outdoor,432,16,20,Mangalore
9976,Event9976,description9976,sports|infotainment,129,17,37,Tumkur
9977,Event9977,description9977,sports|competition,124,46,34,Kozhikode
9978,Event9978,description9978,freeentry,499,50,18,Rajahmundry
9979,Event9979,description9979,infotainment|competition|food,344,27,5,Mysore
9980,Event9980,description9980,music|freeentry|food,169,42,34,Hassan
9981,Event9981,description9981,outdoor|music|competition,364,38,6,Bellary
9982,Event9982,description9982,entertainment|food|competition,308,21,4,Kozhikode
9983,Event9983,description9983,competition,97,46,24,Rajahmundry
9984,Event9984,description9984,online|entertainment|technology,287,15,11,Kottayam
9985,Event9985,description9985,music|competition,477,7,37,Tumkur
9986,Event9986,description9986,online,15,33,39,Chittoor
9987,Event9987,description9987,entertainment|sports|technology,181,28,10,Alappuzha
9988,Event9988,description9988,outdoor|technology,182,33,28,Hassan
9989,Event9989,description9989,food|freeentry,196,21,11,Hassan
9990,Event9990,description9990,sports|competition|online,117,14,26,Pathanamthitta
9991,Event9991,description9991,competition|infotainment,396,7,11,Thrissur
9992,Event9992,description9992,freeentry|music|sports,284,44,2,Chennai
9993,Event9993,description9993,technology|dance,38,25,7,Palakkad
9994,Event9994,description9994,food|sports,362,41,22,Alappuzha
